iter	Passed	Remaining
509	1742	1674
510	1745	1670
511	1748	1666
512	1751	1662
513	1754	1659
514	1758	1655
515	1761	1652
516	1765	1649
517	1768	1645
518	1772	1642
519	1775	1638
520	1778	1634
521	1781	1630
522	1784	1627
523	1787	1623
524	1790	1619
525	1793	1615
526	1796	1612
527	1799	1608
528	1803	1605
529	1806	1601
530	1809	1598
531	1812	1594
532	1814	1590
533	1818	1587
534	1821	1583
535	1824	1579
536	1827	1575
537	1831	1572
538	1834	1569
539	1838	1565
540	1841	1562
541	1845	1559
542	1848	1555
543	1852	1552
544	1855	1548
545	1859	1545
546	1862	1542
547	1866	1539
548	1870	1536
549	1873	1532
550	1876	1528
551	1879	1525
552	1883	1522
553	1886	1519
554	1890	1515
555	1893	1511
556	1897	1508
557	1900	1505
558	1904	1502
559	1907	1499
560	1911	1495
561	1915	1492
562	1919	1489
563	1922	1485
564	1925	1482
565	1928	1478
566	1931	1475
567	1934	1471
568	1938	1468
569	1941	1464
570	1944	1461
571	1947	1457
572	1951	1454
573	1954	1450
574	1957	1447
575	1961	1443
576	1964	1440
577	1968	1436
578	1971	1433
579	1974	1429
580	1977	1426
581	1981	1422
582	1985	1419
583	1988	1416
584	1991	1413
585	1995	1409
586	1998	1405
587	2001	1402
588	2004	1398
589	2008	1395
590	2011	1391
591	2014	1388
592	2017	1384
593	2020	1381
594	2024	1377
595	2027	1374
596	2030	1370
597	2033	1367
598	2037	1364
599	2041	1360
600	2044	1357
601	2047	1353
602	2050	1350
603	2053	1346
604	2058	1344
605	2061	1340
606	2065	1337
607	2068	1333
608	2072	1330
609	2075	1327
610	2078	1323
611	2081	1319
612	2084	1316
613	2087	1312
614	2090	1308
615	2093	1305
616	2096	1301
617	2098	1297
618	2101	1293
619	2105	1290
620	2108	1287
621	2111	1283
622	2114	1279
623	2117	1275
624	2121	1272
625	2124	1269
626	2126	1265
627	2129	1261
628	2132	1257
629	2135	1253
630	2138	1250
631	2141	1246
632	2143	1242
633	2146	1239
634	2149	1235
635	2152	1232
636	2155	1228
637	2159	1225
638	2161	1221
639	2165	1218
640	2168	1214
641	2172	1211
642	2175	1207
643	2179	1204
644	2181	1200
645	2185	1197
646	2188	1194
647	2192	1190
648	2194	1187
649	2198	1183
650	2202	1180
651	2205	1177
652	2208	1173
653	2212	1170
654	2215	1167
655	2219	1163
656	2222	1160
657	2226	1157
658	2229	1153
659	2233	1150
660	2236	1146
661	2239	1143
662	2242	1139
663	2246	1136
664	2249	1133
665	2253	1130
666	2256	1126
667	2260	1123
668	2263	1119
669	2267	1116
670	2270	1113
671	2274	1110
672	2277	1106
673	2281	1103
674	2284	1100
675	2288	1096
676	2290	1093
677	2294	1089
678	2298	1086
679	2301	1083
680	2305	1079
681	2308	1076
682	2312	1073
683	2315	1069
684	2318	1066
685	2322	1062
686	2325	1059
687	2328	1056
688	2332	1052
689	2336	1049
690	2339	1046
691	2342	1042
692	2346	1039
693	2350	1036
694	2353	1032
695	2356	1029
696	2360	1026
697	2363	1022
698	2367	1019
699	2370	1015
700	2374	1012
701	2378	1009
702	2382	1006
703	2385	1002
704	2388	999
705	2392	996
706	2395	992
707	2398	989
708	2402	985
709	2405	982
710	2409	979
711	2413	976
712	2416	972
713	2419	969
714	2422	965
715	2426	962
716	2429	958
717	2433	955
718	2436	952
719	2440	949
720	2444	945
721	2448	942
722	2451	939
723	2454	935
724	2457	932
725	2461	928
726	2464	925
727	2467	922
728	2471	918
729	2474	915
730	2477	911
731	2481	908
732	2484	904
733	2487	901
734	2490	898
735	2494	894
736	2497	891
737	2500	887
738	2504	884
739	2508	881
740	2512	878
741	2516	874
742	2519	871
743	2523	868
744	2526	864
745	2530	861
746	2533	858
747	2537	854
748	2540	851
749	2544	848
750	2547	844
751	2551	841
752	2555	838
753	2558	834
754	2562	831
755	2565	828
756	2569	824
757	2572	821
758	2576	818
759	2579	814
760	2583	811
761	2586	807
762	2590	804
763	2592	800
764	2596	797
765	2599	794
766	2602	790
767	2605	787
768	2609	783
769	2612	780
770	2615	776
771	2618	773
772	2622	770
773	2625	766
774	2629	763
775	2632	760
776	2637	756
777	2640	753
778	2643	750
779	2647	746
780	2650	743
781	2654	739
782	2657	736
783	2661	733
784	2665	729
785	2668	726
786	2671	723
787	2675	719
788	2679	716
789	2683	713
790	2686	709
791	2689	706
792	2693	702
793	2697	699
794	2700	696
795	2704	693
796	2707	689
797	2710	686
798	2714	682
799	2717	679
800	2720	675
801	2724	672
802	2728	669
803	2732	666
804	2735	662
805	2739	659
806	2744	656
807	2747	652
808	2751	649
809	2754	646
810	2758	642
811	2761	639
812	2765	636
813	2768	632
814	2772	629
815	2775	625
816	2779	622
817	2782	619
818	2786	615
819	2790	612
820	2793	609
821	2797	605
822	2800	602
823	2803	598
824	2807	595
825	2810	591
826	2813	588
827	2817	585
828	2820	581
829	2824	578
830	2827	575
831	2831	571
832	2834	568
833	2838	564
834	2841	561
835	2845	558
836	2848	554
837	2852	551
838	2855	548
839	2858	544
840	2862	541
841	2865	537
842	2868	534
843	2871	530
844	2875	527
845	2878	523
846	2881	520
847	2885	517
848	2888	513
849	2892	510
850	2896	507
851	2899	503
852	2902	500
853	2906	496
854	2909	493
855	2912	490
856	2915	486
857	2919	483
858	2922	479
859	2925	476
860	2928	472
861	2931	469
862	2935	466
863	2939	462
864	2942	459
865	2945	455
866	2948	452
867	2952	448
868	2955	445
869	2958	442
870	2961	438
871	2964	435
872	2967	431
873	2970	428
874	2973	424
875	2976	421
876	2979	417
877	2983	414
878	2986	411
879	2989	407
880	2992	404
881	2994	400
882	2998	397
883	3001	393
884	3004	390
885	3006	386
886	3009	383
887	3013	380
888	3016	376
889	3019	373
890	3021	369
891	3024	366
892	3027	362
893	3030	359
894	3033	355
895	3036	352
896	3039	349
897	3042	345
898	3046	342
899	3049	338
900	3052	335
901	3055	331
902	3057	328
903	3061	325
904	3064	321
905	3068	318
906	3071	314
907	3074	311
908	3077	308
909	3081	304
910	3084	301
911	3086	297
912	3089	294
913	3092	290
914	3095	287
915	3097	284
916	3100	280
917	3103	277
918	3105	273
919	3109	270
920	3112	266
921	3115	263
922	3118	260
923	3121	256
924	3124	253
925	3127	249
926	3130	246
927	3134	243
928	3137	239
929	3141	236
930	3144	233
931	3147	229
932	3150	226
933	3152	222
934	3155	219
935	3158	215
936	3162	212
937	3165	209
938	3168	205
939	3170	202
940	3175	199
941	3178	195
942	3180	192
943	3183	188
944	3186	185
945	3189	182
946	3192	178
947	3195	175
948	3198	171
949	3201	168
950	3203	165
951	3206	161
952	3209	158
953	3212	154
954	3215	151
955	3218	148
956	3221	144
957	3224	141
958	3227	137
959	3230	134
960	3234	131
961	3237	127
962	3240	124
963	3243	121
964	3246	117
965	3249	114
966	3252	111
967	3255	107
968	3258	104
969	3261	100
970	3263	97
971	3266	94
972	3270	90
973	3273	87
974	3277	84
975	3279	80
976	3282	77
977	3286	73
978	3289	70
979	3292	67
980	3294	63
981	3297	60
982	3301	57
983	3303	53
984	3306	50
985	3309	46
986	3312	43
987	3315	40
988	3318	36
989	3321	33
990	3324	30
991	3326	26
992	3329	23
993	3334	20
994	3337	16
995	3340	13
996	3342	10
997	3345	6
998	3348	3
999	3352	0
